username,user_id,tweet_id,timestamp,content,retweets,likes,replies,hashtags,mentions,url,verified
MarketMoves,784806,9936926636862542752,2025-09-22T23:13:50.775163,"WIPRO breaking resistance! Target 2800, SL 1580. #intraday #stockpick",13,83,39,#intraday|#stockpick,,https://twitter.com/user/status/9737248118694999939,False
StockMarketExpert,274020,9712924781780700920,2025-09-22T23:12:50.705595,"FMCG index gained by 2.5%. Top picks: TCS, INFY #sectoral #investment",76,492,19,#sectoral|#investment,,https://twitter.com/user/status/7206076201651222166,True
TradersPro,560795,8781596332091242734,2025-09-22T23:08:08.231928,IT stocks steady ahead of earnings. RELIANCE looks bearish. #itstocks #earnings,28,380,80,#itstocks|#earnings,,https://twitter.com/user/status/2946211755047948210,False
MarketMoves,378658,2369548705335332368,2025-09-22T23:07:35.964005,"TCS breaking triangle pattern! Target 4200, SL 1580. #intraday #stockpick",30,717,71,#intraday|#stockpick,,https://twitter.com/user/status/8084290408427661203,False
StockMarketExpert,530170,2911449945615695993,2025-09-22T23:06:45.383624,IT stocks strong bullish ahead of earnings. ITC looks neutral. #itstocks #earnings,68,281,38,#itstocks|#earnings,,https://twitter.com/user/status/2652667209305912239,False
SwingTraderIN,487851,6006308297414877498,2025-09-22T23:06:17.114289,"Nifty 50 at 19200 levels, showing volatile momentum. Good selling opportunity? #nifty50 #trading",38,350,33,#nifty50|#trading,,https://twitter.com/user/status/7328132508562894422,True
SwingTraderIN,959753,6581649850407034782,2025-09-22T23:03:04.510249,FII holding worth ₹650 crores in Banking today. Impact on SBI? #fii #markets,47,357,25,#fii|#markets,,https://twitter.com/user/status/1577739560800144577,True
InvestmentAdvice,556126,5123527241748338206,2025-09-22T23:00:57.509494,IT stocks steady ahead of earnings. WIPRO looks bearish. #itstocks #earnings,5,228,5,#itstocks|#earnings,,https://twitter.com/user/status/5440688136900413518,True
TradersPro,243970,7518113595694990558,2025-09-22T23:00:30.618140,IT stocks volatile ahead of earnings. HDFCBANK looks neutral. #itstocks #earnings,40,504,57,#itstocks|#earnings,,https://twitter.com/user/status/8664778615133493781,False
TradingGuru123,825509,6901863491970513195,2025-09-22T23:00:17.421838,"Pharma index gained by 1.8%. Top picks: TCS, INFY #sectoral #investment",4,414,0,#sectoral|#investment,,https://twitter.com/user/status/1245636828384766943,False
TradersPro,936618,2559661006665990400,2025-09-22T22:59:48.645400,"WIPRO breaking triangle pattern! Target 1650, SL 1580. #intraday #stockpick",23,208,77,#intraday|#stockpick,,https://twitter.com/user/status/8214224941869977761,True
NiftyAnalyst,234209,1303705308244165985,2025-09-22T22:59:06.324379,"Auto index outperformed by 3.2%. Top picks: RELIANCE, ONGC #sectoral #investment",62,761,5,#sectoral|#investment,,https://twitter.com/user/status/8814180328306941671,True
MarketBuzz24,218947,8289340617122287086,2025-09-22T22:55:14.196444,"IT index outperformed by 0.9%. Top picks: HDFC, ICICI #sectoral #investment",55,447,58,#sectoral|#investment,,https://twitter.com/user/status/3974771444181592507,True
NiftyAnalyst,425941,5355851057354217369,2025-09-22T22:53:54.660778,Sensex fell by 150 points today. FMCG leading the rally. #sensex #stockmarket,21,710,79,#sensex|#stockmarket,,https://twitter.com/user/status/8990287855424361210,False
TradingGuru123,480692,3786302428593123121,2025-09-22T22:53:39.687006,"Energy index gained by 4.1%. Top picks: HDFC, ICICI #sectoral #investment",3,30,46,#sectoral|#investment,,https://twitter.com/user/status/5600527204137570004,False
TradersPro,928790,2348009456405135265,2025-09-22T22:53:17.969951,"TCS breaking flag pattern! Target 2800, SL 3200. #intraday #stockpick",95,407,54,#intraday|#stockpick,,https://twitter.com/user/status/9108005229896965273,True
TradersPro,687014,3330381242583750525,2025-09-22T22:53:11.345112,"ITC breaking flag pattern! Target 3500, SL 1580. #intraday #stockpick",16,722,9,#intraday|#stockpick,,https://twitter.com/user/status/9052145068194601903,False
StockPicksDaily,929947,3918478938187375256,2025-09-22T22:52:45.895735,FII holding worth ₹2100 crores in IT today. Impact on HDFCBANK? #fii #markets,137,208,3,#fii|#markets,,https://twitter.com/user/status/1043780129518521206,True
MarketWatch_IN,603298,8192256851834375511,2025-09-22T22:51:15.051620,Pharma sector showing continuation. ITC at key support/resistance. #pharma #technical,118,567,11,#pharma|#technical,,https://twitter.com/user/status/7369039809796603849,True
StockAlerts,773621,2936066284027906332,2025-09-22T22:50:52.933377,IT stocks bearish ahead of earnings. WIPRO looks neutral. #itstocks #earnings,103,473,68,#itstocks|#earnings,,https://twitter.com/user/status/3801757053652166517,True
InvestmentAdvice,123535,4795648012544020938,2025-09-22T22:47:22.593398,Pharma sector showing continuation. TCS at key support/resistance. #pharma #technical,104,525,28,#pharma|#technical,,https://twitter.com/user/status/6834190256140825466,True
FundamentalFirst,820116,3176701398031468865,2025-09-22T22:46:19.924728,Sensex closed flat by 180 points today. Auto leading the rally. #sensex #stockmarket,15,651,49,#sensex|#stockmarket,,https://twitter.com/user/status/5682330593059143874,False
DayTradingTips,213092,7255982316990670970,2025-09-22T22:40:15.946073,Sensex closed flat by 400 points today. FMCG leading the rally. #sensex #stockmarket,90,419,13,#sensex|#stockmarket,,https://twitter.com/user/status/2970066244886047380,True
MarketMoves,658371,8177864229722150066,2025-09-22T22:39:56.765535,"INFY breaking resistance! Target 900, SL 3200. #intraday #stockpick",126,778,22,#intraday|#stockpick,,https://twitter.com/user/status/4237471833915255658,True
MarketWatch_IN,472945,7772427158589077601,2025-09-22T22:39:48.071907,Sensex gained by 400 points today. IT leading the rally. #sensex #stockmarket,101,290,61,#sensex|#stockmarket,,https://twitter.com/user/status/1841077187054357033,True
StockAlerts,286576,4189892336700032050,2025-09-22T22:39:47.373203,"Currency impact: USDINR at 83.50. IT exports benefiting? Watch TCS, INFY #forex #exports",45,761,34,#forex|#exports,,https://twitter.com/user/status/2053940276427565559,False
MarketWatch_IN,673126,8463683813763542645,2025-09-22T22:38:56.740334,Sensex closed flat by 250 points today. Pharma leading the rally. #sensex #stockmarket,22,538,39,#sensex|#stockmarket,,https://twitter.com/user/status/3063568429976135774,True
TradingSetups,207313,7591913795927285521,2025-09-22T22:36:23.114019,"TCS breaking flag pattern! Target 2800, SL 1580. #intraday #stockpick",33,519,10,#intraday|#stockpick,,https://twitter.com/user/status/4091821443049353409,False
SwingTraderIN,818463,9574890205718988507,2025-09-22T22:35:56.223026,"Pharma index gained by 1.8%. Top picks: RELIANCE, ONGC #sectoral #investment",134,688,67,#sectoral|#investment,,https://twitter.com/user/status/5147758931304739770,False
SwingTraderIN,897378,9177253882368887730,2025-09-22T22:34:16.323745,"IT index gained by 1.8%. Top picks: TCS, INFY #sectoral #investment",1,668,18,#sectoral|#investment,,https://twitter.com/user/status/2110799594364574990,False
FundamentalFirst,806733,4041943537129678385,2025-09-22T22:33:33.067753,Sensex gained by 150 points today. Energy leading the decline. #sensex #stockmarket,50,526,80,#sensex|#stockmarket,,https://twitter.com/user/status/3086500783268356039,True
MarketWatch_IN,327713,2820966137450595614,2025-09-22T22:32:48.344339,"Energy index gained by 2.5%. Top picks: TCS, INFY #sectoral #investment",132,473,68,#sectoral|#investment,,https://twitter.com/user/status/8481839353426386395,False
StockAlerts,959478,6805923851397421875,2025-09-22T22:32:46.236086,"Pharma index declined by 3.2%. Top picks: TCS, INFY #sectoral #investment",11,145,54,#sectoral|#investment,,https://twitter.com/user/status/6999438912045884739,True
TradingSetups,725179,2007852532292553800,2025-09-22T22:31:32.447718,IT stocks volatile ahead of earnings. ITC looks bullish. #itstocks #earnings,98,641,15,#itstocks|#earnings,,https://twitter.com/user/status/2464634769463237532,False
MarketMoves,183282,7199718932558199882,2025-09-22T22:31:19.874402,FII profit booking worth ₹1200 crores in Energy today. Impact on SBI? #fii #markets,64,380,43,#fii|#markets,,https://twitter.com/user/status/2715799737241948201,True
TradingSetups,610257,8267472008841078691,2025-09-22T22:30:55.118678,IT stocks steady ahead of earnings. TCS looks bullish. #itstocks #earnings,92,794,76,#itstocks|#earnings,,https://twitter.com/user/status/6292354745970636680,True
NiftyAnalyst,507840,5600548645229788101,2025-09-22T22:30:27.846786,FII buying worth ₹850 crores in Energy today. Impact on ICICIBANK? #fii #markets,73,411,66,#fii|#markets,,https://twitter.com/user/status/6468576196906292175,True
FundamentalFirst,950085,3203457805211622757,2025-09-22T22:30:18.552651,IT stocks steady ahead of earnings. WIPRO looks bullish. #itstocks #earnings,66,167,23,#itstocks|#earnings,,https://twitter.com/user/status/6526062627118175653,False
StockAlerts,866971,5817393160951713534,2025-09-22T22:30:01.244336,Sensex fell by 400 points today. Pharma leading the rally. #sensex #stockmarket,10,458,22,#sensex|#stockmarket,,https://twitter.com/user/status/7990595903807052499,True
TechnicalTrader,850926,7156996327545024732,2025-09-22T22:27:01.232226,"RELIANCE breaking flag pattern! Target 900, SL 2650. #intraday #stockpick",17,304,27,#intraday|#stockpick,,https://twitter.com/user/status/5580876312838771458,False
TradersPro,256538,9046156661552817743,2025-09-22T22:24:51.736895,Pharma sector showing breakout. ITC at key support/resistance. #pharma #technical,88,376,59,#pharma|#technical,,https://twitter.com/user/status/6252225768910857227,False
DayTradingTips,708418,6288004690827378196,2025-09-22T22:18:59.077465,"FMCG index declined by 2.5%. Top picks: RELIANCE, ONGC #sectoral #investment",130,671,71,#sectoral|#investment,,https://twitter.com/user/status/5229733632216616589,False
MarketMoves,834257,6447213681050369192,2025-09-22T22:18:55.205084,FII profit booking worth ₹1200 crores in Pharma today. Impact on TCS? #fii #markets,117,763,74,#fii|#markets,,https://twitter.com/user/status/5213673516281987846,True
SwingTraderIN,532782,5794884104649886419,2025-09-22T22:16:52.865482,"INFY breaking resistance! Target 1650, SL 3900. #intraday #stockpick",111,51,7,#intraday|#stockpick,,https://twitter.com/user/status/8715216298191892520,True
StockAlerts,169542,5355239633509302898,2025-09-22T22:16:07.854839,"WIPRO breaking support! Target 3500, SL 2650. #intraday #stockpick",42,792,68,#intraday|#stockpick,,https://twitter.com/user/status/1184404812054308514,False
SwingTraderIN,319734,1745790330052179274,2025-09-22T22:15:24.957609,FII selling worth ₹1800 crores in IT today. Impact on ICICIBANK? #fii #markets,9,73,33,#fii|#markets,,https://twitter.com/user/status/6478748077466823999,False
StockMarketExpert,926090,4262576688413702638,2025-09-22T22:15:08.232655,FII holding worth ₹1200 crores in FMCG today. Impact on WIPRO? #fii #markets,5,542,41,#fii|#markets,,https://twitter.com/user/status/9459296132243290750,True
StockAlerts,410275,8591978987698933027,2025-09-22T22:14:35.921768,IT stocks volatile ahead of earnings. WIPRO looks neutral. #itstocks #earnings,122,484,60,#itstocks|#earnings,,https://twitter.com/user/status/7412097861937555658,True
DayTradingTips,493592,1382228997186100436,2025-09-22T22:14:34.457466,"INFY breaking triangle pattern! Target 3500, SL 3900. #intraday #stockpick",83,250,58,#intraday|#stockpick,,https://twitter.com/user/status/5519777719285449718,False
MarketWatch_IN,982237,8883950398975297219,2025-09-22T22:14:30.759312,IT stocks volatile ahead of earnings. WIPRO looks bearish. #itstocks #earnings,75,469,33,#itstocks|#earnings,,https://twitter.com/user/status/3394752141433243434,False
SwingTraderIN,361603,5621896451059881454,2025-09-22T22:14:09.463589,Sensex fell by 180 points today. Banking leading the rally. #sensex #stockmarket,138,477,46,#sensex|#stockmarket,,https://twitter.com/user/status/4507268906595432717,False
StockPicksDaily,103287,3829629967732012729,2025-09-22T22:14:03.412518,Sensex surged by 150 points today. Energy leading the correction. #sensex #stockmarket,44,145,60,#sensex|#stockmarket,,https://twitter.com/user/status/8490318661854861049,False
TradersPro,316234,9133803569259885642,2025-09-22T22:13:40.406403,"HDFCBANK breaking resistance! Target 3500, SL 850. #intraday #stockpick",129,423,74,#intraday|#stockpick,,https://twitter.com/user/status/6887444243891763141,False
TradingGuru123,504501,9303681979636259788,2025-09-22T22:12:58.748214,Sensex closed flat by 320 points today. Pharma leading the correction. #sensex #stockmarket,23,702,24,#sensex|#stockmarket,,https://twitter.com/user/status/2008787146831465975,True
StockPicksDaily,612678,9605480865445316189,2025-09-22T22:12:50.677044,Small caps underperforming large caps this week. TCS up 0.9% #smallcaps #multibagger,99,158,3,#smallcaps|#multibagger,,https://twitter.com/user/status/3067245431528240636,True
TechnicalTrader,696553,8270256838899011365,2025-09-22T22:11:00.629727,"Nifty 50 at 19000 levels, showing volatile momentum. Good profit booking opportunity? #nifty50 #trading",20,678,56,#nifty50|#trading,,https://twitter.com/user/status/7217323088848488624,True
DayTradingTips,843335,9584418685993508036,2025-09-22T22:10:50.832179,Sensex closed flat by 400 points today. Banking leading the rally. #sensex #stockmarket,61,616,79,#sensex|#stockmarket,,https://twitter.com/user/status/1134329324954948999,False
MarketBuzz24,668506,8887935604192561604,2025-09-22T22:08:56.793343,"RELIANCE breaking support! Target 900, SL 2650. #intraday #stockpick",11,612,61,#intraday|#stockpick,,https://twitter.com/user/status/8966735807450879057,True
EquityResearch,825658,2397482920304296443,2025-09-22T22:08:50.713134,FII selling worth ₹1200 crores in IT today. Impact on TCS? #fii #markets,131,548,22,#fii|#markets,,https://twitter.com/user/status/2140605772440818556,False
StockAlerts,578813,7553235817967668299,2025-09-22T22:08:23.234859,"Banking index declined by 2.5%. Top picks: HDFC, ICICI #sectoral #investment",132,534,30,#sectoral|#investment,,https://twitter.com/user/status/1531190361388683323,False
FundamentalFirst,129529,5283554619865510025,2025-09-22T22:07:56.360941,Sensex closed flat by 150 points today. Pharma leading the correction. #sensex #stockmarket,130,565,41,#sensex|#stockmarket,,https://twitter.com/user/status/8470644439858557342,True
DayTradingTips,798226,9215217078633371513,2025-09-22T22:06:58.157001,Small caps outperforming large caps this week. ICICIBANK up 1.8% #smallcaps #multibagger,2,799,62,#smallcaps|#multibagger,,https://twitter.com/user/status/2903318703711309986,False
DayTradingTips,375147,2806919505177650227,2025-09-22T22:06:18.684008,"INFY breaking triangle pattern! Target 900, SL 3900. #intraday #stockpick",139,125,33,#intraday|#stockpick,,https://twitter.com/user/status/2949498772051885470,True
StockAlerts,467908,7117100316166126897,2025-09-22T22:05:38.854326,"FMCG index gained by 2.5%. Top picks: RELIANCE, ONGC #sectoral #investment",3,65,49,#sectoral|#investment,,https://twitter.com/user/status/4536688302896652420,True
MarketWatch_IN,121919,6258549063360377067,2025-09-22T22:04:27.204306,Sensex closed flat by 320 points today. FMCG leading the recovery. #sensex #stockmarket,100,577,10,#sensex|#stockmarket,,https://twitter.com/user/status/2561870457949522426,True
FundamentalFirst,211809,1490865323054348728,2025-09-22T22:03:53.072730,"ITC breaking flag pattern! Target 4200, SL 1580. #intraday #stockpick",130,132,64,#intraday|#stockpick,,https://twitter.com/user/status/8846746752314235604,False
InvestmentAdvice,785876,2822365462726327494,2025-09-22T22:00:50.373881,IT stocks strong bullish ahead of earnings. HDFCBANK looks bullish. #itstocks #earnings,114,755,34,#itstocks|#earnings,,https://twitter.com/user/status/4027587688075074166,True
MarketWatch_IN,494626,7600677541611670268,2025-09-22T21:57:53.432853,Sensex surged by 180 points today. IT leading the rally. #sensex #stockmarket,24,342,44,#sensex|#stockmarket,,https://twitter.com/user/status/8358791523662640735,True
SwingTraderIN,352985,1651815337824768246,2025-09-22T21:57:49.969166,"SBI breaking resistance! Target 4200, SL 3200. #intraday #stockpick",24,147,3,#intraday|#stockpick,,https://twitter.com/user/status/7041771841788366954,False
FundamentalFirst,606667,1626773795852171484,2025-09-22T21:57:31.570596,FII holding worth ₹1200 crores in Energy today. Impact on TCS? #fii #markets,16,509,40,#fii|#markets,,https://twitter.com/user/status/4628534643563232740,False
TechnicalTrader,790976,9580344181942404340,2025-09-22T21:57:23.455986,"Auto index outperformed by 3.2%. Top picks: TCS, INFY #sectoral #investment",25,640,5,#sectoral|#investment,,https://twitter.com/user/status/1083621189911646736,False
TradingGuru123,830236,1003990246468695337,2025-09-22T21:57:01.105103,"Energy index declined by 3.2%. Top picks: TCS, INFY #sectoral #investment",46,475,74,#sectoral|#investment,,https://twitter.com/user/status/1775303929420024839,True
DayTradingTips,864629,7536145019345258174,2025-09-22T21:52:47.876848,"Auto index declined by 1.8%. Top picks: HDFC, ICICI #sectoral #investment",44,65,56,#sectoral|#investment,,https://twitter.com/user/status/5754449774364173010,True
MarketMoves,909629,3117893286953879108,2025-09-22T21:40:44.031763,FII holding worth ₹1800 crores in Auto today. Impact on TCS? #fii #markets,64,53,0,#fii|#markets,,https://twitter.com/user/status/9710339298734575985,False
InvestmentAdvice,846941,9268705378069182347,2025-09-22T21:39:02.277913,Pharma sector showing reversal. WIPRO at key support/resistance. #pharma #technical,78,268,68,#pharma|#technical,,https://twitter.com/user/status/8891197528981338956,False
TradingGuru123,787346,1055297054250084021,2025-09-22T21:35:49.042786,IT stocks steady ahead of earnings. ITC looks neutral. #itstocks #earnings,102,375,26,#itstocks|#earnings,,https://twitter.com/user/status/3257066253515266441,False
MarketMoves,863448,2866605846463631512,2025-09-22T21:35:23.261213,Small caps underperforming large caps this week. INFY up 3.2% #smallcaps #multibagger,124,501,16,#smallcaps|#multibagger,,https://twitter.com/user/status/1137128330685963295,False
StockAlerts,378142,5187655216966246037,2025-09-22T21:34:38.883603,Sensex fell by 250 points today. Pharma leading the correction. #sensex #stockmarket,21,748,38,#sensex|#stockmarket,,https://twitter.com/user/status/5677441043419875417,True
InvestmentAdvice,707339,8179759488847632394,2025-09-22T21:34:05.896122,Pharma sector showing breakout. ICICIBANK at key support/resistance. #pharma #technical,105,539,65,#pharma|#technical,,https://twitter.com/user/status/8558634274090484722,False
NiftyAnalyst,234278,6466299572664872792,2025-09-22T21:32:37.326555,"Energy index gained by 3.2%. Top picks: RELIANCE, ONGC #sectoral #investment",11,169,14,#sectoral|#investment,,https://twitter.com/user/status/2665280453917110823,True
StockMarketExpert,829514,6946094864369383308,2025-09-22T21:32:13.427686,FII buying worth ₹650 crores in Energy today. Impact on TCS? #fii #markets,26,772,33,#fii|#markets,,https://twitter.com/user/status/9890800323978842755,False
TradersPro,423399,9919563206352068688,2025-09-22T21:30:15.513901,FII buying worth ₹2100 crores in FMCG today. Impact on SBI? #fii #markets,51,469,28,#fii|#markets,,https://twitter.com/user/status/1835458550535616118,True
InvestmentAdvice,873718,1065170143051517799,2025-09-22T21:28:34.197540,"ITC breaking support! Target 2800, SL 2650. #intraday #stockpick",46,268,53,#intraday|#stockpick,,https://twitter.com/user/status/3923844171952164468,True
FundamentalFirst,319841,7787519250753620462,2025-09-22T21:26:28.610708,"Pharma index declined by 2.5%. Top picks: HDFC, ICICI #sectoral #investment",59,272,65,#sectoral|#investment,,https://twitter.com/user/status/1457864569393548824,True
TechnicalTrader,760315,9723715143360096318,2025-09-22T21:25:29.581381,"SBI breaking triangle pattern! Target 900, SL 3200. #intraday #stockpick",16,344,55,#intraday|#stockpick,,https://twitter.com/user/status/2554719056399213934,True
MarketWatch_IN,686824,8668464807388666614,2025-09-22T21:25:11.289806,"Nifty 50 at 19200 levels, showing sideways momentum. Good selling opportunity? #nifty50 #trading",121,725,15,#nifty50|#trading,,https://twitter.com/user/status/3119826802080820292,True
TechnicalTrader,174751,3143901877772646301,2025-09-22T21:24:50.341483,"FMCG index outperformed by 3.2%. Top picks: TCS, INFY #sectoral #investment",10,26,45,#sectoral|#investment,,https://twitter.com/user/status/4620072287742919699,True
FundamentalFirst,266781,7246890772349016876,2025-09-22T21:22:52.206572,IT stocks strong bullish ahead of earnings. RELIANCE looks bullish. #itstocks #earnings,11,438,80,#itstocks|#earnings,,https://twitter.com/user/status/7613739840842908972,False
SwingTraderIN,441687,9022122496619269799,2025-09-22T21:22:04.283685,Sensex surged by 180 points today. FMCG leading the rally. #sensex #stockmarket,114,319,1,#sensex|#stockmarket,,https://twitter.com/user/status/9948602492877428731,True
MarketMoves,607620,5530294756158442733,2025-09-22T21:21:53.810687,FII selling worth ₹2100 crores in Pharma today. Impact on ITC? #fii #markets,9,194,75,#fii|#markets,,https://twitter.com/user/status/8487424960873124126,True
MarketMoves,294629,9527005672121917822,2025-09-22T21:20:45.775936,FII profit booking worth ₹650 crores in FMCG today. Impact on RELIANCE? #fii #markets,149,538,70,#fii|#markets,,https://twitter.com/user/status/7700603444014879562,True
DayTradingTips,138354,7418436928047701478,2025-09-22T21:20:24.949682,"ITC breaking flag pattern! Target 1650, SL 3900. #intraday #stockpick",69,702,36,#intraday|#stockpick,,https://twitter.com/user/status/7855373832207837143,True
SwingTraderIN,478630,6686001451689792677,2025-09-22T21:13:23.795261,FII holding worth ₹850 crores in Pharma today. Impact on INFY? #fii #markets,90,195,45,#fii|#markets,,https://twitter.com/user/status/4617962198937639710,False
TechnicalTrader,743939,5457735684224092858,2025-09-22T21:11:11.920268,Small caps outperforming large caps this week. ITC up 4.1% #smallcaps #multibagger,122,514,67,#smallcaps|#multibagger,,https://twitter.com/user/status/6138129001736964843,True
NiftyAnalyst,425968,1093949406617477580,2025-09-22T21:11:06.769520,"Nifty 50 at 18750 levels, showing volatile momentum. Good selling opportunity? #nifty50 #trading",41,723,35,#nifty50|#trading,,https://twitter.com/user/status/3178015329356978617,True
FundamentalFirst,689543,7350121309791926265,2025-09-22T21:10:11.009718,"RELIANCE breaking support! Target 3500, SL 850. #intraday #stockpick",47,341,69,#intraday|#stockpick,,https://twitter.com/user/status/3517785408457713134,False
TradingGuru123,484598,4926413642434385229,2025-09-22T21:07:05.630607,"RELIANCE breaking resistance! Target 4200, SL 3900. #intraday #stockpick",115,479,11,#intraday|#stockpick,,https://twitter.com/user/status/5645208284428484038,True
SwingTraderIN,539661,9975905213220125282,2025-09-22T21:07:05.384447,Pharma sector showing breakout. HDFCBANK at key support/resistance. #pharma #technical,87,684,26,#pharma|#technical,,https://twitter.com/user/status/2143924930735659826,False
MarketBuzz24,900428,3646048152967349214,2025-09-22T21:06:53.729193,IT stocks sideways ahead of earnings. TCS looks bearish. #itstocks #earnings,27,366,67,#itstocks|#earnings,,https://twitter.com/user/status/1281560396795909057,False
TradingGuru123,988068,5912017491780488169,2025-09-22T21:06:06.918814,Pharma sector showing continuation. HDFCBANK at key support/resistance. #pharma #technical,135,559,39,#pharma|#technical,,https://twitter.com/user/status/3498504470080490900,True
TradingSetups,600029,2806141619299454621,2025-09-22T21:06:01.042732,FII holding worth ₹850 crores in Auto today. Impact on TCS? #fii #markets,128,54,70,#fii|#markets,,https://twitter.com/user/status/5814002001347175837,True
TradingGuru123,563321,6074276304420817293,2025-09-22T21:04:18.479365,"IT index declined by 3.2%. Top picks: RELIANCE, ONGC #sectoral #investment",37,285,9,#sectoral|#investment,,https://twitter.com/user/status/7739420208024396308,False
InvestmentAdvice,624237,1216256023413983069,2025-09-22T21:02:20.479079,IT stocks strong bullish ahead of earnings. ICICIBANK looks bullish. #itstocks #earnings,88,536,44,#itstocks|#earnings,,https://twitter.com/user/status/5322677277881100067,True
StockAlerts,283671,6310863818934205540,2025-09-22T21:01:21.957233,IT stocks sideways ahead of earnings. INFY looks bearish. #itstocks #earnings,70,5,22,#itstocks|#earnings,,https://twitter.com/user/status/4249720177432902967,False
TechnicalTrader,783314,6402222267783865534,2025-09-22T20:56:27.934084,FII holding worth ₹1200 crores in Auto today. Impact on TCS? #fii #markets,122,667,44,#fii|#markets,,https://twitter.com/user/status/3962196397058827384,False
DayTradingTips,547725,6905139124538146246,2025-09-22T20:55:59.944389,"Banking index gained by 1.8%. Top picks: RELIANCE, ONGC #sectoral #investment",20,112,36,#sectoral|#investment,,https://twitter.com/user/status/7628937641183402745,False
MarketMoves,239176,1360689585027710211,2025-09-22T20:55:57.196698,"Auto index gained by 2.5%. Top picks: HDFC, ICICI #sectoral #investment",72,561,1,#sectoral|#investment,,https://twitter.com/user/status/9718551879328789076,True
EquityResearch,568669,7570026212976853743,2025-09-22T20:55:39.215645,IT stocks bearish ahead of earnings. TCS looks neutral. #itstocks #earnings,130,454,68,#itstocks|#earnings,,https://twitter.com/user/status/4616980235730519646,False
MarketMoves,407113,4167487186917530038,2025-09-22T20:53:06.274168,Sensex gained by 250 points today. FMCG leading the rally. #sensex #stockmarket,134,524,1,#sensex|#stockmarket,,https://twitter.com/user/status/9909038402737063292,True
DayTradingTips,375325,8540430751526550194,2025-09-22T20:52:00.123393,"FMCG index gained by 2.5%. Top picks: HDFC, ICICI #sectoral #investment",147,692,31,#sectoral|#investment,,https://twitter.com/user/status/2611817977282455638,False
StockPicksDaily,581819,5687911309242067854,2025-09-22T20:51:44.394903,"Pharma index outperformed by 2.5%. Top picks: TCS, INFY #sectoral #investment",86,237,44,#sectoral|#investment,,https://twitter.com/user/status/1198600867691050673,True
TradingSetups,944976,5783263297161789528,2025-09-22T20:50:41.834351,"Nifty 50 at 19200 levels, showing strong bullish momentum. Good profit booking opportunity? #nifty50 #trading",63,555,32,#nifty50|#trading,,https://twitter.com/user/status/6594396878124000864,True
DayTradingTips,459549,7973709103995099904,2025-09-22T20:48:36.214848,Pharma sector showing breakout. TCS at key support/resistance. #pharma #technical,126,734,48,#pharma|#technical,,https://twitter.com/user/status/9897569874419921793,False
TradersPro,483640,9070987919218669630,2025-09-22T20:46:35.786290,Sensex closed flat by 150 points today. Auto leading the rally. #sensex #stockmarket,34,238,32,#sensex|#stockmarket,,https://twitter.com/user/status/5991995413684240964,False
TradingSetups,226837,8531119146200555041,2025-09-22T20:46:30.583483,IT stocks volatile ahead of earnings. TCS looks neutral. #itstocks #earnings,94,492,39,#itstocks|#earnings,,https://twitter.com/user/status/5747970495451762007,False
MarketBuzz24,331000,7888430182456980159,2025-09-22T20:45:08.741520,FII buying worth ₹1200 crores in FMCG today. Impact on ICICIBANK? #fii #markets,139,318,76,#fii|#markets,,https://twitter.com/user/status/1754367449832925972,False
DayTradingTips,401321,7455469143147539628,2025-09-22T20:44:32.166990,"Banking index gained by 4.1%. Top picks: TCS, INFY #sectoral #investment",131,35,61,#sectoral|#investment,,https://twitter.com/user/status/5405040695712730306,True
DayTradingTips,872075,6577934533731698771,2025-09-22T20:44:20.514006,"Banking index gained by 3.2%. Top picks: TCS, INFY #sectoral #investment",118,452,20,#sectoral|#investment,,https://twitter.com/user/status/6244446114746828218,True
MarketMoves,274798,4451796525895436989,2025-09-22T20:41:22.927694,Sensex gained by 250 points today. IT leading the correction. #sensex #stockmarket,121,267,6,#sensex|#stockmarket,,https://twitter.com/user/status/9847439374377053514,False
TradersPro,922485,7300762962842258585,2025-09-22T20:37:27.043893,"Nifty 50 at 18500 levels, showing steady momentum. Good holding opportunity? #nifty50 #trading",32,215,59,#nifty50|#trading,,https://twitter.com/user/status/2601411439550327922,True
StockAlerts,166202,4249013797518867666,2025-09-22T20:37:21.213846,Pharma sector showing reversal. INFY at key support/resistance. #pharma #technical,29,297,7,#pharma|#technical,,https://twitter.com/user/status/9355980063722796871,True
TradingGuru123,753720,6612701750865571220,2025-09-22T20:36:09.015508,IT stocks steady ahead of earnings. ITC looks bullish. #itstocks #earnings,52,638,80,#itstocks|#earnings,,https://twitter.com/user/status/9556433220153057036,False
MarketBuzz24,948686,9802902807812563990,2025-09-22T20:27:57.167465,Small caps outperforming large caps this week. TCS up 4.1% #smallcaps #multibagger,80,355,0,#smallcaps|#multibagger,,https://twitter.com/user/status/8643783443805747581,False
SwingTraderIN,710154,4012148585193792980,2025-09-22T20:27:55.257911,IT stocks bearish ahead of earnings. HDFCBANK looks neutral. #itstocks #earnings,32,9,65,#itstocks|#earnings,,https://twitter.com/user/status/2365530301534250660,False
MarketBuzz24,546297,1852556264177606727,2025-09-22T20:27:32.532884,"INFY breaking triangle pattern! Target 3500, SL 3200. #intraday #stockpick",89,576,71,#intraday|#stockpick,,https://twitter.com/user/status/4238839753291868821,True
